Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Trend,PEWI,ALPS phase,Data Type,Unit,Currency,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2006,07,1.6,1.4,0.246,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2006,08,1.6,1.87,-0.342,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2006,09,1.6,1.44,0.204,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2006,10,1.6,1.75,-0.195,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2006,11,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2006,12,1.25,0.92,0.414,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,01,1.1,0.75,0.435,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,02,1.7,1.24,0.581,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,03,1.6,1.17,0.539,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,04,1.6,1.1,0.623,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,05,1.6,1.84,-0.3,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,06,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,07,1.8,2.83,-1.301,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,08,2.3,3.3,-1.259,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,09,2,2.87,-1.091,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,10,1.65,3.18,-1.93,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,11,2,2.94,-1.178,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2007,12,1.6,2.35,-0.944,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,01,1.95,2.18,-0.294,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,02,2.8,2.67,0.168,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,03,2.7,2.6,0.126,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,04,2.8,2.53,0.336,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,05,4.6,3.27,1.678,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,06,5,3.99,1.277,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,07,5.1,4.26,1.055,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,08,6,4.73,1.6,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,09,5,4.3,0.887,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,10,6.3,4.61,2.125,Crisis,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,11,5.3,4.36,1.178,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2008,12,4.2,3.78,0.53,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,01,3.5,3.61,-0.141,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,02,3.5,4.1,-0.749,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,03,3.5,4.03,-0.665,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,04,3.2,3.96,-0.959,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,05,3.6,4.7,-1.379,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,06,4.4,5.41,-1.277,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,07,3.7,5.01,-1.574,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,08,4,5.27,-1.48,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,09,3.2,4.59,-1.559,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,10,3.2,4.68,-1.595,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,11,3,4.37,-1.427,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2009,12,3,3.84,-0.876,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,01,3.5,3.82,-0.332,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,02,3.05,4,-0.991,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,03,2.9,3.84,-0.983,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,04,3.27,3.85,-0.606,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,05,3.27,4.33,-1.106,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,06,3.3,4.9,-1.605,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,07,3.2,4.31,-1.104,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,08,3.25,4.55,-1.276,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,09,2.7,3.92,-1.19,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,10,2.77,4.03,-1.219,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,11,2.65,3.89,-1.179,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2010,12,2.8,3.39,-0.571,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,01,3.5,3.53,-0.032,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,02,3.2,3.65,-0.437,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,03,3.45,3.62,-0.166,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,04,4,3.77,0.225,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,05,4,4.2,-0.204,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,06,4.5,4.88,-0.385,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,07,5.3,4.48,0.833,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,08,6.4,5.04,1.36,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,09,6.2,4.66,1.517,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,10,4,4.43,-0.429,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,11,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2011,12,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,01,5,4.31,0.685,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,02,6,4.66,1.315,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,03,5,4.5,0.492,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,04,5,4.64,0.36,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,05,5.2,5.05,0.155,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,06,5,5.49,-0.496,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,07,5.4,5.31,0.088,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,08,5.5,5.72,-0.227,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,09,5.4,5.31,0.097,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,10,5,5.08,-0.079,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,11,5,5.06,-0.058,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2012,12,5,4.74,0.278,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,01,4.5,4.86,-0.382,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,02,5,5.17,-0.18,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,03,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,04,5,5.11,-0.118,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,05,6,5.61,0.418,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,06,6.3,6.07,0.253,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,07,6,5.86,0.15,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,08,6.5,6.3,0.217,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,09,6.5,5.96,0.596,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,10,6.5,5.79,0.782,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,11,6,5.73,0.299,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2013,12,4.5,5.2,-0.776,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,01,5,5.38,-0.428,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,02,4.5,5.56,-1.174,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,03,5,5.46,-0.511,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,04,5,5.54,-0.602,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,05,5.5,6.01,-0.572,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,06,6.15,6.48,-0.367,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,07,6.25,6.29,-0.05,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,08,6.8,6.74,0.068,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,09,7.8,6.57,1.392,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,10,5.5,6.12,-0.698,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,11,5.5,6.03,-0.602,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2014,12,5,5.51,-0.577,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2015,01,5.5,5.74,-0.28,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2015,02,5.7,5.95,-0.285,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2015,03,5.7,5.86,-0.185,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Maize (white),Retail,2015,04,6,5.99,0.012,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,01,5.7,5.46,0.261,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,02,5.6,5.66,-0.062,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,03,6.1,5.46,0.691,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,04,5.7,6.06,-0.384,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,05,5.7,5.72,-0.026,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,06,5.3,5.73,-0.461,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,07,5.9,6.06,-0.173,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,08,6,6.49,-0.528,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,09,5.9,8.29,-2.571,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,10,6,6.76,-0.814,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,11,6,5.82,0.189,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2012,12,6.5,6.26,0.261,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,01,6.5,5.8,0.753,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,02,6.7,6,0.753,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,03,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,04,7.5,6.4,1.183,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,05,6.5,6.07,0.466,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,06,6.5,6.07,0.461,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,07,7.5,6.4,1.179,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,08,8.5,6.83,1.792,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,09,9,8.63,0.394,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,10,8.5,7.1,1.505,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,11,5,6.17,-1.255,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2013,12,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,01,5.2,6.14,-1.014,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,02,5.7,6.34,-0.691,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,03,5.5,6.14,-0.691,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,04,6,6.74,-0.799,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,05,6,6.41,-0.44,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,06,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,07,5.81,6.75,-1.007,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,08,6,7.18,-1.265,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,09,11,8.98,2.177,Crisis,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,10,6.8,7.44,-0.691,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,11,7.5,6.51,1.065,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2014,12,6.7,6.94,-0.261,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2015,01,6,6.32,-0.35,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2015,02,5.8,6.36,-0.609,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2015,03,5.86,6.15,-0.325,,Actual,KG,ETB,,,
Ethiopia,Amhara,Abomsa,Sorghum,Retail,2015,04,5.9,6.58,-0.761,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,01,2.2,2.15,0.044,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,02,2.35,2.49,-0.118,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,03,2.3,2.6,-0.25,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,04,2.2,2.81,-0.503,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,05,2.3,3.04,-0.61,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,06,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,07,2.2,3.87,-1.379,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,08,2.25,3.53,-1.055,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,09,2.6,3.73,-0.928,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,10,2.5,3.09,-0.486,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,11,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2007,12,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,01,3,3.38,-0.313,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,02,3.5,3.73,-0.187,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,03,3.7,3.84,-0.113,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,04,3.85,4.04,-0.159,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,05,4.72,4.27,0.368,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,06,7.56,5.66,1.563,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,07,7.8,5.11,2.22,Crisis,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,08,6.84,4.76,1.712,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,09,7.02,4.96,1.698,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,10,6.27,4.32,1.605,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,11,5.9,4.33,1.291,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2008,12,4.56,3.49,0.883,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,01,4.94,4.61,0.269,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,02,5.33,4.96,0.305,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,03,5.51,5.07,0.362,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,04,6.08,5.28,0.662,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,05,5.8,5.51,0.242,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,06,5,6.9,-1.563,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,07,5.32,6.34,-0.841,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,08,5.2,6,-0.657,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,09,5.26,6.19,-0.77,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,10,4.2,5.56,-1.118,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,11,4,5.57,-1.291,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2009,12,3.65,4.72,-0.883,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,01,4.5,5.38,-0.724,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,02,5.32,5.78,-0.384,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,03,5.32,5.8,-0.41,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,04,4.18,5.53,-1.129,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,05,4.18,5.57,-1.148,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,06,5.7,6.92,-0.994,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,07,6.7,6.74,-0.037,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,08,6.2,6.35,-0.126,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,09,6.05,6.43,-0.325,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,10,5.7,5.86,-0.135,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,11,6.08,6.12,-0.034,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2010,12,5.6,5.4,0.174,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,01,5.76,5.68,0.068,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,02,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,03,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,04,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,05,8.64,6.89,1.517,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,06,8.5,8.03,0.408,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,07,8.7,7.99,0.623,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,08,9.36,7.92,1.249,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,09,8.64,7.91,0.633,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,10,8.64,7.53,0.964,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,11,8.64,7.74,0.784,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2011,12,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,01,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,02,10.08,8.46,1.391,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,03,10.08,8.67,1.2,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,04,10.08,8.69,1.171,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,05,10.08,9.06,0.855,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,06,10.08,9.87,0.182,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,07,10.08,9.93,0.128,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,08,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,09,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,10,10.8,9.55,1.066,Alert,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,11,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2012,12,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,01,7.15,8.71,-1.32,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,02,8.64,9.7,-0.898,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,03,9.36,9.84,-0.411,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,04,9.36,9.73,-0.319,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,05,9.36,9.98,-0.535,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,06,9.36,10.61,-1.068,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,07,11.52,10.99,0.459,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,08,10.44,10.61,-0.147,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,09,10.8,10.63,0.147,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,10,10.44,10.45,-0.007,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,11,11.52,10.54,0.86,Stress,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2013,12,,,,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2014,01,9.36,9.65,-0.26,,Actual,KG,ETB,,,
Ethiopia,Amhara,Ajeber,Wheat,Retail,2014,02,9.36,10.52,-1.027,,Actual,KG,ETB,,,
